id	name	name_en	name_zh-CN	name_zh-TW
300135	突の塔の{}階をクリアしよう	Clear Tower of Stab {}F	通关突刺之塔{}F吧	通關突之塔{}F
300136	火の塔の{}階をクリアしよう	Clear Tower of Fire {}F	通关火之塔{}F吧	通關火之塔{}F
300137	氷の塔の{}階をクリアしよう	Clear Tower of Ice {}F	通关冰之塔{}F吧	通關冰之塔{}F
300138	雷の塔の{}階をクリアしよう	Clear Tower of Bolt {}F	通关雷之塔{}F吧	通關雷之塔{}F
300139	風の塔の{}階をクリアしよう	Clear Tower of Air {}F	通关风之塔{}F吧	通關風之塔{}F
300140	メインストーリー14-58をクリアしよう	Clear Chapter 14-58 of the main story	通关主线故事14-58吧	通關主線故事14-58
300141	序章 先輩、お初にお目にかかりますをクリアしよう	Clear Prologue - It's a Pleasure to Meet You	通关序章·前辈，初次见面吧	通關序章　前輩您好，初次見面
300143	メインストーリー15-52をクリアしよう	Clear Chapter 15-52 of the main story	通关主线故事15-52吧	通關主線故事15-52
300144	KTAppと連携しよう　※メニュー>KT App連携から可能です			
300145	メインストーリー15-74をクリアしよう	Clear Chapter 15-74 of the main story	通关主线故事15-74吧	通關主線故事15-74
300146	メインストーリー16-53をクリアしよう	Clear Chapter 16-53 of the main story	通关主线故事16-53吧	通關主線故事16-53
300147	メインストーリー12-15をクリアしよう	Clear Chapter 12-15 of the main story	通关主线故事12-15吧	通關主線故事12-15
300148	メインストーリー12-40をクリアしよう	Clear Chapter 12-40 of the main story	通关主线故事12-40吧	通關主線故事12-40
300149	メインストーリー13-18をクリアしよう	Clear Chapter 13-18 of the main story	通关主线故事13-18吧	通關主線故事13-18
300150	メインストーリー13-28をクリアしよう	Clear Chapter 13-28 of the main story	通关主线故事13-28吧	通關主線故事13-28
300151	メインストーリー14-10をクリアしよう	Clear Chapter 14-10 of the main story	通关主线故事14-10吧	通關主線故事14-10
300152	メインストーリー14-41をクリアしよう	Clear Chapter 14-41 of the main story	通关主线故事14-41吧	通關主線故事14-41
300153	メインストーリー15-1をクリアしよう	Clear Chapter 15-1 of the main story	通关主线故事15-1吧	通關主線故事15-1
300154	メインストーリー15-27をクリアしよう	Clear Chapter 15-27 of the main story	通关主线故事15-27吧	通關主線故事15-27
300155	メインストーリー16-11をクリアしよう	Clear Chapter 16-11 of the main story	通关主线故事16-11吧	通關主線故事16-11
300156	メインストーリー16-19をクリアしよう	Clear Chapter 16-19 of the main story	通关主线故事16-19吧	通關主線故事16-19
300157	メインストーリー17-17をクリアしよう	Clear Chapter 17-17 of the main story	通关主线故事17-17吧	通關主線故事17-17
300158	メインストーリー17-31をクリアしよう	Clear Chapter 17-31 of the main story	通关主线故事17-31吧	通關主線故事17-31
300159	メインストーリー17-54をクリアしよう	Clear Chapter 17-54 of the main story	通关主线故事17-54吧	通關主線故事17-54
300160	メインストーリー17-76をクリアしよう	Clear Chapter 17-76 of the main story	通关主线故事17-76吧	通關主線故事17-76
300161	レベル90のキャラを{}人にしよう	Level {} characters to Lv. 90	提升{}个角色的等级至Lv.90吧	使{}名角色達到等級Lv.90
300162	メインストーリー18-73をクリアしよう	Clear Chapter 18-73 of the main story	通关主线故事18-73吧	通關主線故事18-73
300163	メインストーリー18-53をクリアしよう	Clear Chapter 18-53 of the main story	通关主线故事18-53吧	通關主線故事18-53
300165	メインストーリー19-53をクリアしよう	Clear Chapter 19-53 of the main story	通关主线故事19-53吧	通關主線故事19-53
300166	メインストーリー20-52をクリアしよう	Clear Chapter 20-52 of the main story	通关主线故事20-52吧	通關主線故事20-52
300167	メインストーリー21-53をクリアしよう			
300168	メインストーリー22-54をクリアしよう			
320001	調合を30回しよう	Synthesize 30 time(s)	进行30次调合吧	進行30次調合
320002	調合を60回しよう	Synthesize 60 time(s)	进行60次调合吧	進行60次調合
320003	調合を90回しよう	Synthesize 90 time(s)	进行90次调合吧	進行90次調合
320004	調合を120回しよう	Synthesize 120 time(s)	进行120次调合吧	進行120次調合
320005	調合を150回しよう	Synthesize 150 time(s)	进行150次调合吧	進行150次調合
320006	調合を180回しよう	Synthesize 180 time(s)	进行180次调合吧	進行180次調合
320007	調合を210回しよう	Synthesize 210 time(s)	进行210次调合吧	進行210次調合
320008	調合を240回しよう	Synthesize 240 time(s)	进行240次调合吧	進行240次調合
320009	調合を270回しよう	Synthesize 270 time(s)	进行270次调合吧	進行270次調合
320010	調合を300回しよう	Synthesize 300 time(s)	进行300次调合吧	進行300次調合
340001	ミッション期間中に1日ログインしよう	Log in for 1 day during the mission period	在任务期间内登录1天吧	在任務的活動期間登入1天
340002	ミッション期間中に5日ログインしよう	Log in for 5 days during the mission period	在任务期间内登录5天吧	在任務的活動期間登入5天
340003	ミッション期間中に10日ログインしよう	Log in for 10 days during the mission period	在任务期间内登录10天吧	在任務的活動期間登入10天
340004	メインストーリー7-1をクリアしよう	Clear Chapter 7-1 of the main story	通关主线故事7-1吧	通關主線故事7-1
340005	メインストーリー8-1をクリアしよう	Clear Chapter 8-1 of the main story	通关主线故事8-1吧	通關主線故事8-1
340006	メインストーリー9-1をクリアしよう	Clear Chapter 9-1 of the main story	通关主线故事9-1吧	通關主線故事9-1
340007	メインストーリー10-1をクリアしよう	Clear Chapter 10-1 of the main story	通关主线故事10-1吧	通關主線故事10-1
340008	メインストーリー11-1をクリアしよう	Clear Chapter 11-1 of the main story	通关主线故事11-1吧	通關主線故事11-1
340009	メインストーリー12-1をクリアしよう	Clear Chapter 12-1 of the main story	通关主线故事12-1吧	通關主線故事12-1
340010	メインストーリー13-1をクリアしよう	Clear Chapter 13-1 of the main story	通关主线故事13-1吧	通關主線故事13-1
340011	メインストーリー13章をクリアしよう	Clear Chapter 13 of the main story	通关主线故事第13章吧	通關主線故事第13章
350001	素材クエストを10回クリアしよう	Clear 10 Material Quests	完成10次素材挑战吧	通關10次素材挑戰
350002	素材クエストを30回クリアしよう	Clear 30 Material Quests	完成30次素材挑战吧	通關30次素材挑戰
350003	素材クエストを50回クリアしよう	Clear 50 Material Quests	完成50次素材挑战吧	通關50次素材挑戰
350004	素材クエストを75回クリアしよう	Clear 75 Material Quests	完成75次素材挑战吧	通關75次素材挑戰
350005	素材クエストを100回クリアしよう	Clear 100 Material Quests	完成100次素材挑战吧	通關100次素材挑戰
350006	素材クエストを150回クリアしよう	Clear 150 Material Quests	完成150次素材挑战吧	通關150次素材挑戰
350007	素材クエストを200回クリアしよう	Clear 200 Material Quests	完成200次素材挑战吧	通關200次素材挑戰
350008	素材クエストを250回クリアしよう	Clear 250 Material Quests	完成250次素材挑战吧	通關250次素材挑戰
350009	素材クエストを300回クリアしよう	Clear 300 Material Quests	完成300次素材挑战吧	通關300次素材挑戰
350010	スタミナを100消費しよう	Use 100 stamina	消耗100点体力吧	消耗100精力
350011	スタミナを1000消費しよう	Use 1000 stamina	消耗1000点体力吧	消耗1000精力
350012	スタミナを2000消費しよう	Use 2000 stamina	消耗2000点体力吧	消耗2000精力
350013	スタミナを3500消費しよう	Use 3500 stamina	消耗3500点体力吧	消耗3500精力
350014	スタミナを5000消費しよう	Use 5000 stamina	消耗5000点体力吧	消耗5000精力
360001	調合を30回しよう	Synthesize 30 time(s)	进行30次调合吧	進行30次調合
360002	調合を60回しよう	Synthesize 60 time(s)	进行60次调合吧	進行60次調合
360003	調合を90回しよう	Synthesize 90 time(s)	进行90次调合吧	進行90次調合
360004	調合を120回しよう	Synthesize 120 time(s)	进行120次调合吧	進行120次調合
360005	調合を150回しよう	Synthesize 150 time(s)	进行150次调合吧	進行150次調合
360006	調合を180回しよう	Synthesize 180 time(s)	进行180次调合吧	進行180次調合
360007	調合を210回しよう	Synthesize 210 time(s)	进行210次调合吧	進行210次調合
360008	調合を240回しよう	Synthesize 240 time(s)	进行240次调合吧	進行240次調合
360009	調合を270回しよう	Synthesize 270 time(s)	进行270次调合吧	進行270次調合
360010	調合を300回しよう	Synthesize 300 time(s)	进行300次调合吧	進行300次調合
400001	調合を30回しよう	Synthesize 30 time(s)	进行30次调合吧	進行30次調合
400002	調合を60回しよう	Synthesize 60 time(s)	进行60次调合吧	進行60次調合
400003	調合を90回しよう	Synthesize 90 time(s)	进行90次调合吧	進行90次調合
400004	調合を120回しよう	Synthesize 120 time(s)	进行120次调合吧	進行120次調合
400005	調合を150回しよう	Synthesize 150 time(s)	进行150次调合吧	進行150次調合
400006	調合を180回しよう	Synthesize 180 time(s)	进行180次调合吧	進行180次調合
400007	調合を210回しよう	Synthesize 210 time(s)	进行210次调合吧	進行210次調合
400008	調合を240回しよう	Synthesize 240 time(s)	进行240次调合吧	進行240次調合
400009	調合を270回しよう	Synthesize 270 time(s)	进行270次调合吧	進行270次調合
400010	調合を300回しよう	Synthesize 300 time(s)	进行300次调合吧	進行300次調合
420001	ミッション期間中に1日ログインしよう	Log in for 1 day during the mission period	在任务期间内登录1天吧	在任務的活動期間登入1天
420002	ミッション期間中に5日ログインしよう	Log in for 5 days during the mission period	在任务期间内登录5天吧	在任務的活動期間登入5天
420003	ミッション期間中に10日ログインしよう	Log in for 10 days during the mission period	在任务期间内登录10天吧	在任務的活動期間登入10天
420004	ミッション期間中に15日ログインしよう	Log in for 15 days during the mission period	在任务期间内登录15天吧	在任務的活動期間登入15天
420005	ミッション期間中に20日ログインしよう	Log in for 20 days during the mission period	在任务期间内登录20天吧	在任務的活動期間登入20天
420006	ミッション期間中に25日ログインしよう	Log in for 25 days during the mission period	在任务期间内登录25天吧	在任務的活動期間登入25天
420007	ミッション期間中に30日ログインしよう	Log in for 30 days during the mission period	在任务期间内登录30天吧	在任務的活動期間登入30天
420008	ミッション期間中に35日ログインしよう	Log in for 35 days during the mission period	在任务期间内登录35天吧	在任務的活動期間登入35天
420009	ミッション期間中に40日ログインしよう	Log in for 40 days during the mission period	在任务期间内登录40天吧	在任務的活動期間登入40天
420010	ミッション期間中に45日ログインしよう	Log in for 45 days during the mission period	在任务期间内登录45天吧	在任務的活動期間登入45天
420011	ミッション期間中に50日ログインしよう	Log in for 50 days during the mission period	在任务期间内登录50天吧	在任務的活動期間登入50天
420012	メインストーリー12章をクリアしよう	Clear Chapter 12 of the main story	通关主线故事第12章吧	通關主線故事第12章
420013	メインストーリー13章をクリアしよう	Clear Chapter 13 of the main story	通关主线故事第13章吧	通關主線故事第13章
420014	メインストーリー14章をクリアしよう	Clear Chapter 14 of the main story	通关主线故事第14章吧	通關主線故事第14章
420015	メインストーリー15-52をクリアしよう	Clear Chapter 15-52 of the main story	通关主线故事15-52吧	通關主線故事15-52
420016	メインストーリー15-74をクリアしよう	Clear Chapter 15-74 of the main story	通关主线故事15-74吧	通關主線故事15-74
420017	メインストーリー16章をクリアしよう	Clear Chapter 16 of the main story	通关主线故事第16章吧	通關主線故事第16章
